product_family_id,season,nivel,color_group,color_intensity,fit,size_lookiero
CARDIGAN,8,2,black,oscuro,straight,XL
CARDIGAN,8,2,black,oscuro,straight,M
CARDIGAN,8,2,black,oscuro,straight,S
CARDIGAN,8,2,brown,claro,straight,L
CARDIGAN,8,2,brown,oscuro,straight,S
CARDIGAN,8,2,brown,claro,straight,M
CARDIGAN,8,2,brown,oscuro,straight,L
CARDIGAN,8,2,brown,claro,straight,S
CARDIGAN,8,2,brown,oscuro,straight,M
CARDIGAN,8,2,brown,claro,straight,XL
CARDIGAN,8,2,brown,oscuro,straight,XL
CARDIGAN,8,2,brown,claro,straight,XS
CARDIGAN,8,2,brown,oscuro,straight,XS
CARDIGAN,8,2,black,oscuro,straight,XS
CARDIGAN,8,2,black,oscuro,straight,L
JEANS,7,1,red,intenso,tight,M
JEANS,7,1,red,intenso,tight,S
JEANS,7,1,red,intenso,tight,XL
JEANS,7,1,red,intenso,tight,XS
JEANS,7,1,red,intenso,tight,L
SWEATER,9,2,yellow,intenso,loose,M
SWEATER,9,2,brown,suave,loose,M
SWEATER,9,2,brown,suave,loose,XS
SWEATER,9,2,blue,oscuro,loose,XS
SWEATER,9,2,blue,oscuro,loose,L
SWEATER,9,2,yellow,intenso,loose,XL
SWEATER,9,2,blue,oscuro,loose,M
SWEATER,9,2,blue,oscuro,loose,S
SWEATER,9,2,blue,oscuro,loose,XL
SWEATER,9,2,yellow,intenso,loose,L
SWEATER,9,2,yellow,intenso,loose,XS
SWEATER,9,2,brown,suave,loose,S
SWEATER,9,2,yellow,intenso,loose,S
SWEATER,9,2,brown,suave,loose,L
SWEATER,9,2,brown,suave,loose,XL
JACKET,8,3,blue,oscuro,loose,S
JACKET,8,3,blue,oscuro,loose,XL
JACKET,8,3,blue,oscuro,loose,XS
JACKET,8,3,black,oscuro,loose,S
JACKET,8,3,black,oscuro,loose,XL
JACKET,8,3,blue,oscuro,loose,L
JACKET,8,3,blue,oscuro,loose,M
JACKET,8,3,black,oscuro,loose,XS
JACKET,8,3,black,oscuro,loose,L
JACKET,8,3,black,oscuro,loose,M
SHIRT,8,2,green,oscuro,loose,L
SHIRT,8,2,green,oscuro,loose,S
SHIRT,8,2,brown,claro,loose,L
SHIRT,8,2,brown,claro,loose,M
SHIRT,8,2,brown,claro,loose,S
SHIRT,8,2,green,oscuro,loose,M
PANT,9,1,black,oscuro,straight,XL
PANT,9,1,black,oscuro,straight,S
PANT,9,1,black,oscuro,straight,M
PANT,9,1,blue,oscuro,straight,L
PANT,9,1,grey,suave,straight,XXL
PANT,9,1,black,oscuro,straight,L
PANT,9,1,green,oscuro,straight,L
PANT,9,1,grey,suave,straight,M
PANT,9,1,grey,suave,straight,L
PANT,9,1,brown,oscuro,straight,S
PANT,9,1,brown,oscuro,straight,M
PANT,9,1,brown,oscuro,straight,L
PANT,9,1,brown,oscuro,straight,XL
PANT,9,1,green,oscuro,straight,M
PANT,9,1,green,oscuro,straight,S
PANT,9,1,brown,oscuro,straight,XXL
PANT,9,1,blue,oscuro,straight,XL
PANT,9,1,blue,oscuro,straight,XXL
PANT,9,1,blue,oscuro,straight,M
PANT,9,1,blue,oscuro,straight,S
PANT,9,1,grey,suave,straight,XL
PANT,9,1,black,oscuro,straight,XXL
PANT,9,1,grey,suave,straight,S
PANT,9,1,green,oscuro,straight,XL
PANT,9,1,green,oscuro,straight,XXL
TSHIRT,9,2,black,oscuro,straight,XXXL
TSHIRT,9,2,black,oscuro,straight,XL
TSHIRT,9,2,black,oscuro,straight,XXL
TSHIRT,9,2,black,oscuro,straight,L
TSHIRT,9,2,black,oscuro,straight,X4XL
TSHIRT,9,2,blue,oscuro,straight,XXL
TSHIRT,9,2,blue,oscuro,straight,L
TSHIRT,9,2,blue,oscuro,straight,X4XL
TSHIRT,9,2,blue,oscuro,straight,XL
TSHIRT,9,2,blue,oscuro,straight,XXXL
TOP,9,2,white,claro,straight,M
TOP,9,2,white,claro,straight,L
TOP,9,2,white,claro,straight,S
TOP,9,2,black,oscuro,straight,L
TOP,9,2,black,oscuro,straight,S
TOP,9,2,green,intenso,straight,S
TOP,9,2,black,oscuro,straight,M
TOP,9,2,green,intenso,straight,L
TOP,9,2,green,intenso,straight,M
SWEATSHIRT,7,2,brown,suave,straight,L
SWEATSHIRT,7,2,brown,suave,straight,M
SWEATSHIRT,7,2,brown,suave,straight,S
SWEATSHIRT,7,2,brown,suave,straight,XS
TOP,7,2,grey,oscuro,straight,M
TOP,7,2,grey,oscuro,straight,S
TOP,7,2,grey,oscuro,straight,L
TOP,7,2,grey,oscuro,straight,XS
TSHIRT,7,2,blue,oscuro,straight,L
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,blue,oscuro,straight,XS
JACKET,7,3,black,oscuro,loose,L
JACKET,7,3,black,oscuro,loose,M
JACKET,7,3,black,oscuro,loose,S
JACKET,7,3,blue,oscuro,tight,L
JACKET,7,3,blue,oscuro,tight,X4XL
JACKET,7,3,blue,oscuro,tight,XL
JACKET,7,3,blue,oscuro,tight,XXL
JACKET,7,3,blue,oscuro,tight,XXXL
JEANS,9,1,white,claro,tight,M
JEANS,7,1,white,claro,tight,L
JEANS,9,1,white,claro,tight,L
JEANS,7,1,white,claro,tight,XS
JEANS,7,1,white,claro,tight,M
JEANS,9,1,white,claro,tight,S
JEANS,9,1,white,claro,tight,XS
JEANS,7,1,white,claro,tight,S
JEANS,7,1,white,claro,tight,XL
JEANS,9,1,white,claro,tight,XL
DRESS,9,1,blue,oscuro,tight,XXL
DRESS,9,1,blue,oscuro,tight,XL
DRESS,9,1,blue,oscuro,tight,S
DRESS,9,1,blue,oscuro,tight,L
DRESS,9,1,blue,oscuro,tight,M
DRESS,9,1,black,oscuro,loose,XS
DRESS,9,1,black,oscuro,loose,L
DRESS,9,1,black,oscuro,loose,M
DRESS,9,1,black,oscuro,loose,XL
DRESS,9,1,black,oscuro,loose,S
SHIRT,9,2,yellow,intenso,straight,XL
SHIRT,9,2,yellow,intenso,straight,M
SHIRT,9,2,yellow,intenso,straight,S
SHIRT,9,2,brown,suave,straight,M
SHIRT,9,2,brown,suave,straight,S
SHIRT,9,2,brown,suave,straight,XL
SHIRT,9,2,yellow,intenso,straight,L
SHIRT,9,2,brown,suave,straight,L
DRESS,9,1,green,intenso,straight,S
DRESS,9,1,green,intenso,straight,M
DRESS,9,1,green,intenso,straight,L
DRESS,9,1,black,oscuro,straight,M
DRESS,9,1,blue,oscuro,straight,L
DRESS,9,1,black,oscuro,straight,S
DRESS,9,1,blue,oscuro,straight,M
DRESS,9,1,blue,oscuro,straight,S
DRESS,9,1,black,oscuro,straight,L
SHIRT,9,2,green,oscuro,straight,XL
SHIRT,9,2,brown,suave,straight,XL
FOULARD,8,3,black,oscuro,,UNQ
SKIRT,8,1,pink,intenso,loose,M
SKIRT,8,1,pink,intenso,loose,XL
SKIRT,8,1,pink,intenso,loose,XS
SKIRT,8,1,pink,intenso,loose,S
SKIRT,8,1,brown,oscuro,loose,M
SKIRT,8,1,brown,oscuro,loose,XS
SKIRT,8,1,brown,oscuro,loose,S
SKIRT,8,1,brown,oscuro,loose,XL
SKIRT,8,1,pink,intenso,loose,L
SKIRT,8,1,brown,oscuro,loose,L
TSHIRT,9,2,black,oscuro,tight,L
TSHIRT,9,2,black,oscuro,tight,XL
TSHIRT,9,2,black,oscuro,tight,M
TSHIRT,9,2,black,oscuro,tight,XS
TSHIRT,9,2,brown,suave,tight,M
TSHIRT,9,2,brown,suave,tight,S
TSHIRT,9,2,brown,suave,tight,XL
TSHIRT,9,2,brown,suave,tight,XS
TSHIRT,9,2,brown,suave,tight,XXL
TSHIRT,9,2,black,oscuro,tight,S
TSHIRT,9,2,black,oscuro,tight,XXL
TSHIRT,9,2,brown,suave,tight,L
JACKET,9,3,black,oscuro,straight,L
JACKET,9,3,black,oscuro,straight,X4XL
JACKET,9,3,black,oscuro,straight,XXXL
JACKET,9,3,black,oscuro,straight,XXL
JACKET,9,3,black,oscuro,straight,XL
TOP,9,2,red,intenso,straight,M
TOP,9,2,red,intenso,straight,L
TOP,9,2,white,claro,straight,M
TOP,9,2,white,claro,straight,S
TOP,9,2,red,intenso,straight,S
TOP,9,2,white,claro,straight,L
JACKET,7,3,green,oscuro,straight,L
JACKET,7,3,green,oscuro,straight,M
JACKET,7,3,green,oscuro,straight,S
JACKET,7,3,blue,oscuro,straight,L
JACKET,7,3,blue,oscuro,straight,M
JACKET,7,3,blue,oscuro,straight,S
SHIRT,7,2,green,intenso,oversize,UNQ
SHIRT,7,2,blue,claro,oversize,UNQ
CARDIGAN,7,2,grey,suave,loose,UNQ
CARDIGAN,7,2,blue,intenso,loose,UNQ
TOP,7,2,white,claro,straight,M
TOP,7,2,white,claro,straight,S
TOP,7,2,green,intenso,straight,M
TOP,7,2,green,intenso,straight,S
TOP,7,2,yellow,intenso,straight,L
TOP,7,2,yellow,intenso,straight,M
TOP,7,2,yellow,intenso,straight,S
TOP,7,2,black,oscuro,straight,L
TOP,7,2,black,oscuro,straight,M
TOP,7,2,black,oscuro,straight,S
TOP,7,2,green,intenso,straight,L
TOP,7,2,white,claro,straight,L
TOP,7,2,orange,intenso,straight,L
TOP,7,2,orange,intenso,straight,M
TOP,7,2,orange,intenso,straight,S
SWEATER,7,2,black,oscuro,straight,S
SWEATER,7,2,red,intenso,straight,M
SWEATER,7,2,red,intenso,straight,S
SWEATER,7,2,white,claro,straight,M
SWEATER,7,2,white,claro,straight,S
SWEATER,7,2,yellow,intenso,straight,M
SWEATER,7,2,yellow,intenso,straight,S
SWEATER,7,2,black,oscuro,straight,M
JACKET,7,3,blue,oscuro,straight,XL
JACKET,7,3,blue,oscuro,straight,L
JACKET,7,3,blue,oscuro,straight,M
JACKET,7,3,blue,oscuro,straight,S
JACKET,7,3,blue,oscuro,straight,XS
JACKET,7,3,blue,oscuro,straight,XXL
DRESS,9,1,red,intenso,loose,L
DRESS,9,1,red,intenso,loose,M
DRESS,9,1,red,intenso,loose,S
TOP,9,2,white,claro,straight,M
TOP,9,2,blue,oscuro,straight,M
TOP,9,2,white,claro,straight,S
TOP,9,2,red,oscuro,straight,S
TOP,9,2,blue,oscuro,straight,L
TOP,9,2,green,intenso,straight,S
TOP,9,2,blue,oscuro,straight,S
TOP,9,2,red,oscuro,straight,M
TOP,9,2,white,claro,straight,L
TOP,9,2,black,oscuro,straight,L
TOP,9,2,black,oscuro,straight,M
TOP,9,2,black,oscuro,straight,S
TOP,9,2,red,oscuro,straight,L
TOP,9,2,green,intenso,straight,L
TOP,9,2,green,intenso,straight,M
SKIRT,9,1,red,intenso,straight,M
SKIRT,9,1,red,intenso,straight,S
SKIRT,9,1,red,intenso,straight,L
PANT,9,1,white,claro,straight,S
PANT,9,1,white,claro,straight,M
PANT,9,1,white,claro,straight,XS
PANT,9,1,white,claro,straight,XL
PANT,9,1,white,claro,straight,L
PANT,8,1,blue,oscuro,loose,L
PANT,8,1,blue,oscuro,loose,M
PANT,8,1,blue,oscuro,loose,S
PANT,7,1,black,oscuro,tight,M
PANT,7,1,black,oscuro,tight,S
PANT,7,1,black,oscuro,tight,L
PANT,7,1,black,oscuro,tight,XL
PANT,7,1,black,oscuro,tight,XXL
DRESS,7,1,white,claro,loose,L
DRESS,7,1,white,claro,loose,M
DRESS,7,1,white,claro,loose,S
DRESS,7,1,blue,oscuro,loose,M
DRESS,7,1,blue,oscuro,loose,L
DRESS,7,1,blue,oscuro,loose,S
SHIRT,7,2,pink,suave,straight,L
SHIRT,7,2,pink,suave,straight,M
SHIRT,7,2,green,claro,straight,L
SHIRT,7,2,green,claro,straight,M
SHIRT,7,2,green,claro,straight,S
SHIRT,7,2,green,claro,straight,XL
SHIRT,7,2,yellow,intenso,straight,L
SHIRT,7,2,yellow,intenso,straight,M
SHIRT,7,2,yellow,intenso,straight,S
SHIRT,7,2,blue,oscuro,straight,L
SHIRT,7,2,blue,oscuro,straight,M
SHIRT,7,2,brown,suave,straight,L
SHIRT,7,2,pink,suave,straight,S
SHIRT,7,2,pink,suave,straight,XL
SHIRT,7,2,black,oscuro,straight,L
SHIRT,7,2,black,oscuro,straight,M
SHIRT,7,2,black,oscuro,straight,S
SHIRT,7,2,black,oscuro,straight,XL
SHIRT,7,2,brown,suave,straight,M
SHIRT,7,2,brown,suave,straight,S
SHIRT,7,2,brown,suave,straight,XL
SHIRT,7,2,yellow,intenso,straight,XL
SHIRT,7,2,blue,oscuro,straight,XL
SHIRT,7,2,blue,oscuro,straight,S
PANT,7,1,green,oscuro,straight,XL
PANT,7,1,green,oscuro,straight,S
PANT,7,1,green,oscuro,straight,L
PANT,7,1,green,oscuro,straight,M
PANT,7,1,green,oscuro,straight,XS
PANT,7,1,green,oscuro,straight,XXL
PANT,7,1,brown,suave,straight,L
PANT,7,1,brown,suave,straight,M
PANT,7,1,brown,suave,straight,S
PANT,7,1,brown,suave,straight,XL
PANT,7,1,brown,suave,straight,XS
PANT,7,1,brown,suave,straight,XXL
SHIRT,7,2,green,intenso,straight,XS
SHIRT,7,2,green,intenso,straight,XL
SHIRT,7,2,green,intenso,straight,L
SHIRT,7,2,green,intenso,straight,M
SHIRT,7,2,green,intenso,straight,S
SHORT,9,1,blue,claro,straight,S
SHORT,9,1,blue,claro,straight,L
SHORT,9,1,blue,claro,straight,M
TOP,7,2,yellow,intenso,straight,M
TOP,7,2,yellow,intenso,straight,S
TOP,7,2,yellow,intenso,straight,L
JUMPSUIT,8,1,blue,oscuro,loose,L
JUMPSUIT,8,1,blue,oscuro,loose,M
JUMPSUIT,8,1,blue,oscuro,loose,S
DRESS,8,1,black,oscuro,loose,S
DRESS,8,1,black,oscuro,loose,L
DRESS,8,1,black,oscuro,loose,M
JACKET,8,3,green,intenso,straight,L
JACKET,8,3,green,intenso,straight,M
JACKET,8,3,green,intenso,straight,S
TOP,7,2,white,claro,straight,L
TOP,7,2,white,claro,straight,M
TOP,7,2,white,claro,straight,S
SWEATER,8,2,brown,claro,tight,M
SWEATER,8,2,brown,claro,tight,S
SWEATER,8,2,red,oscuro,tight,L
SWEATER,8,2,red,oscuro,tight,M
SWEATER,8,2,red,oscuro,tight,S
SWEATER,8,2,red,oscuro,tight,XL
SWEATER,8,2,brown,claro,tight,XL
SWEATER,8,2,brown,claro,tight,XS
SWEATER,8,2,red,oscuro,tight,XS
SWEATER,8,2,black,oscuro,tight,L
SWEATER,8,2,black,oscuro,tight,M
SWEATER,8,2,black,oscuro,tight,S
SWEATER,8,2,black,oscuro,tight,XL
SWEATER,8,2,black,oscuro,tight,XS
SWEATER,8,2,brown,claro,tight,L
PANT,9,1,green,oscuro,tight,S
PANT,9,1,green,oscuro,tight,XL
PANT,9,1,green,oscuro,tight,M
PANT,9,1,black,oscuro,tight,L
PANT,9,1,black,oscuro,tight,M
PANT,9,1,black,oscuro,tight,S
PANT,9,1,black,oscuro,tight,XL
PANT,9,1,black,oscuro,tight,XS
PANT,9,1,green,oscuro,tight,XS
PANT,9,1,green,oscuro,tight,L
SKIRT,7,1,brown,oscuro,straight,L
SKIRT,7,1,brown,oscuro,straight,M
SKIRT,7,1,brown,oscuro,straight,S
SKIRT,7,1,brown,oscuro,straight,XL
JEANS,7,1,blue,intenso,straight,L
JEANS,7,1,blue,intenso,straight,M
JEANS,7,1,blue,intenso,straight,S
JEANS,7,1,blue,intenso,straight,XL
JEANS,7,1,pink,intenso,straight,M
JEANS,7,1,blue,intenso,straight,XS
JEANS,7,1,pink,intenso,straight,L
JEANS,7,1,pink,intenso,straight,XL
JEANS,7,1,pink,intenso,straight,XS
JEANS,7,1,pink,intenso,straight,S
JEANS,7,1,yellow,intenso,tight,M
JEANS,7,1,yellow,intenso,tight,S
JEANS,7,1,yellow,intenso,tight,L
JEANS,7,1,yellow,intenso,tight,XL
SHIRT,7,2,blue,oscuro,straight,XL
SHIRT,7,2,blue,oscuro,straight,L
SHIRT,7,2,blue,oscuro,straight,M
SHIRT,7,2,blue,oscuro,straight,S
SHIRT,7,2,blue,oscuro,straight,XS
SHIRT,7,2,pink,suave,straight,L
SHIRT,7,2,pink,suave,straight,M
SHIRT,7,2,pink,suave,straight,S
SHIRT,7,2,pink,suave,straight,XL
SHIRT,7,2,pink,suave,straight,XS
PANT,7,1,blue,claro,straight,L
PANT,7,1,blue,claro,straight,M
PANT,7,1,blue,claro,straight,S
PANT,7,1,blue,claro,straight,XL
PANT,7,1,blue,claro,straight,XS
PANT,7,1,blue,oscuro,straight,L
PANT,7,1,blue,oscuro,straight,M
PANT,7,1,blue,oscuro,straight,S
PANT,7,1,blue,oscuro,straight,XL
PANT,7,1,blue,oscuro,straight,X4XL
PANT,7,1,blue,oscuro,straight,XXL
PANT,7,1,blue,oscuro,straight,XXXL
PANT,7,1,blue,oscuro,straight,XS
PANT,7,1,blue,oscuro,tight,XXL
PANT,8,1,blue,oscuro,tight,M
PANT,7,1,blue,oscuro,tight,L
PANT,7,1,blue,oscuro,tight,M
PANT,7,1,blue,oscuro,tight,S
PANT,8,1,blue,oscuro,tight,S
PANT,8,1,blue,oscuro,tight,XXXL
PANT,7,1,blue,oscuro,tight,XL
PANT,7,1,blue,oscuro,tight,XS
PANT,7,1,blue,oscuro,tight,XXXL
PANT,8,1,blue,oscuro,tight,XS
PANT,8,1,blue,oscuro,tight,L
PANT,8,1,blue,oscuro,tight,XXL
PANT,8,1,blue,oscuro,tight,XL
SHIRT,7,2,blue,claro,loose,S
SHIRT,7,2,blue,claro,loose,L
SHIRT,7,2,blue,claro,loose,XL
SHIRT,7,2,blue,claro,loose,M
SHIRT,7,2,blue,claro,loose,XS
DRESS,8,1,blue,oscuro,straight,XS
DRESS,8,1,brown,oscuro,straight,L
DRESS,8,1,brown,oscuro,straight,M
DRESS,8,1,blue,oscuro,straight,L
DRESS,8,1,blue,oscuro,straight,XL
DRESS,8,1,brown,oscuro,straight,XL
DRESS,8,1,brown,oscuro,straight,XS
DRESS,8,1,green,oscuro,straight,L
DRESS,8,1,green,oscuro,straight,M
DRESS,8,1,green,oscuro,straight,S
DRESS,8,1,green,oscuro,straight,XL
DRESS,8,1,green,oscuro,straight,XS
DRESS,8,1,brown,oscuro,straight,S
DRESS,8,1,blue,oscuro,straight,S
DRESS,8,1,blue,oscuro,straight,M
TSHIRT,8,2,yellow,intenso,straight,XS
TSHIRT,8,2,yellow,intenso,straight,S
TSHIRT,8,2,yellow,intenso,straight,M
TSHIRT,8,2,grey,oscuro,straight,XS
TSHIRT,8,2,grey,oscuro,straight,L
TSHIRT,8,2,grey,oscuro,straight,S
TSHIRT,8,2,yellow,intenso,straight,L
TSHIRT,8,2,grey,oscuro,straight,M
DRESS,9,1,red,intenso,straight,S
DRESS,9,1,red,intenso,straight,M
DRESS,9,1,red,intenso,straight,L
TOP,9,2,blue,claro,straight,S
TOP,9,2,blue,claro,straight,M
TOP,9,2,blue,claro,straight,XL
TOP,9,2,blue,claro,straight,L
TOP,7,2,orange,intenso,straight,L
TOP,7,2,orange,intenso,straight,M
TOP,7,2,orange,intenso,straight,S
PARKA,8,3,pink,intenso,straight,S
PARKA,8,3,pink,intenso,straight,L
PARKA,8,3,pink,intenso,straight,M
PARKA,8,3,blue,oscuro,straight,L
PARKA,8,3,green,oscuro,straight,S
PARKA,8,3,blue,oscuro,straight,XS
PARKA,8,3,blue,oscuro,straight,XL
PARKA,8,3,green,oscuro,straight,L
PARKA,8,3,green,oscuro,straight,M
PARKA,8,3,green,oscuro,straight,XS
PARKA,8,3,green,oscuro,straight,XL
PARKA,8,3,pink,intenso,straight,XL
PARKA,8,3,pink,intenso,straight,XS
PARKA,8,3,blue,oscuro,straight,S
PARKA,8,3,blue,oscuro,straight,M
JACKET,7,3,grey,oscuro,loose,XS
JACKET,7,3,pink,intenso,loose,L
JACKET,7,3,pink,intenso,loose,XS
JACKET,7,3,grey,oscuro,loose,L
JACKET,7,3,grey,oscuro,loose,M
JACKET,7,3,grey,oscuro,loose,S
JACKET,7,3,green,oscuro,loose,L
JACKET,7,3,green,oscuro,loose,M
JACKET,7,3,green,oscuro,loose,S
JACKET,7,3,green,oscuro,loose,XS
JACKET,7,3,pink,intenso,loose,M
JACKET,7,3,pink,intenso,loose,S
PARKA,9,3,pink,intenso,tight,M
PARKA,8,3,black,oscuro,tight,XXL
PARKA,9,3,brown,claro,tight,XXL
PARKA,9,3,pink,intenso,tight,XL
PARKA,8,3,blue,oscuro,tight,XL
PARKA,8,3,blue,oscuro,tight,XS
PARKA,8,3,blue,oscuro,tight,XXL
PARKA,9,3,blue,oscuro,tight,L
PARKA,9,3,blue,oscuro,tight,M
PARKA,9,3,green,oscuro,tight,XXL
PARKA,9,3,brown,claro,tight,S
PARKA,9,3,green,oscuro,tight,L
PARKA,9,3,brown,claro,tight,L
PARKA,8,3,black,oscuro,tight,L
PARKA,8,3,black,oscuro,tight,M
PARKA,8,3,pink,intenso,tight,L
PARKA,8,3,black,oscuro,tight,S
PARKA,8,3,pink,intenso,tight,XS
PARKA,9,3,blue,oscuro,tight,XL
PARKA,8,3,pink,intenso,tight,XL
PARKA,8,3,pink,intenso,tight,XXL
PARKA,9,3,brown,claro,tight,XS
PARKA,9,3,blue,oscuro,tight,XXL
PARKA,9,3,pink,intenso,tight,XXL
PARKA,8,3,pink,intenso,tight,S
PARKA,9,3,green,oscuro,tight,XL
PARKA,8,3,pink,intenso,tight,M
PARKA,9,3,green,oscuro,tight,M
PARKA,9,3,green,oscuro,tight,XS
PARKA,9,3,green,oscuro,tight,S
PARKA,9,3,pink,intenso,tight,S
PARKA,8,3,blue,oscuro,tight,S
PARKA,8,3,blue,oscuro,tight,L
PARKA,8,3,blue,oscuro,tight,M
PARKA,8,3,black,oscuro,tight,XL
PARKA,8,3,black,oscuro,tight,XS
PARKA,9,3,blue,oscuro,tight,S
PARKA,9,3,blue,oscuro,tight,XS
PARKA,9,3,brown,claro,tight,XL
PARKA,9,3,brown,claro,tight,M
PARKA,9,3,pink,intenso,tight,L
PARKA,9,3,pink,intenso,tight,XS
SWEATSHIRT,7,2,brown,suave,straight,L
SWEATSHIRT,7,2,brown,suave,straight,M
SWEATSHIRT,7,2,brown,suave,straight,S
SWEATSHIRT,7,2,brown,suave,straight,XL
SWEATSHIRT,7,2,brown,suave,straight,XXL
SKIRT,7,1,white,claro,tight,L
SKIRT,7,1,white,claro,tight,M
SKIRT,7,1,white,claro,tight,S
SKIRT,7,1,white,claro,tight,XL
SKIRT,9,1,brown,claro,tight,L
SKIRT,9,1,brown,claro,tight,XS
SKIRT,9,1,brown,claro,tight,S
SKIRT,9,1,brown,claro,tight,M
SKIRT,9,1,brown,claro,tight,XL
JACKET,7,3,brown,suave,loose,X4XL
JACKET,7,3,brown,suave,loose,XL
JACKET,7,3,brown,suave,loose,XXL
JACKET,7,3,brown,suave,loose,XXXL
JACKET,7,3,brown,suave,loose,L
TOP,9,2,brown,oscuro,straight,XL
TOP,9,2,brown,oscuro,straight,S
TOP,9,2,brown,oscuro,straight,XS
TOP,9,2,blue,suave,straight,L
TOP,9,2,blue,suave,straight,S
TOP,9,2,brown,oscuro,straight,L
TOP,9,2,blue,suave,straight,XL
TOP,9,2,blue,suave,straight,XS
SWEATSHIRT,7,2,yellow,intenso,straight,L
SWEATSHIRT,7,2,yellow,intenso,straight,M
SWEATSHIRT,7,2,yellow,intenso,straight,S
SWEATSHIRT,7,2,yellow,intenso,straight,XL
SWEATSHIRT,7,2,yellow,intenso,straight,XXL
TOP,7,2,green,oscuro,loose,L
TOP,7,2,black,oscuro,loose,L
TOP,7,2,black,oscuro,loose,M
TOP,7,2,black,oscuro,loose,S
TOP,7,2,black,oscuro,loose,XL
TOP,7,2,black,oscuro,loose,XS
TOP,7,2,green,oscuro,loose,M
TOP,7,2,green,oscuro,loose,XS
TOP,7,2,green,oscuro,loose,S
TOP,7,2,green,oscuro,loose,XL
SKIRT,8,1,black,oscuro,tight,XXXL
SKIRT,8,1,black,oscuro,tight,XL
PARKA,8,3,green,oscuro,tight,XXXL
PARKA,8,3,red,oscuro,tight,XXXL
PARKA,8,3,green,oscuro,tight,XL
PARKA,8,3,red,oscuro,tight,XL
SHIRT,7,2,brown,suave,loose,M
SHIRT,7,2,brown,suave,loose,L
SHIRT,7,2,brown,suave,loose,XL
SHIRT,7,2,black,oscuro,loose,L
SHIRT,7,2,black,oscuro,loose,M
SHIRT,7,2,black,oscuro,loose,XL
SHIRT,7,2,brown,suave,loose,S
SHIRT,7,2,black,oscuro,loose,S
COAT,8,3,black,oscuro,straight,XXL
COAT,8,3,black,oscuro,straight,XL
COAT,8,3,black,oscuro,straight,M
COAT,8,3,black,oscuro,straight,L
COAT,8,3,black,oscuro,straight,XS
COAT,8,3,black,oscuro,straight,S
COAT,8,3,brown,claro,straight,L
COAT,8,3,brown,claro,straight,S
COAT,8,3,brown,claro,straight,M
JEANS,7,1,black,oscuro,tight,X4XL
TSHIRT,7,2,brown,suave,loose,S
TSHIRT,7,2,brown,suave,loose,XL
TSHIRT,7,2,brown,suave,loose,XS
TSHIRT,7,2,brown,suave,loose,L
TSHIRT,7,2,brown,suave,loose,M
TSHIRT,7,2,brown,suave,loose,XXL
TSHIRT,7,2,brown,suave,loose,XS
TSHIRT,7,2,brown,suave,loose,L
TSHIRT,7,2,brown,suave,loose,M
TSHIRT,7,2,brown,suave,loose,S
TSHIRT,7,2,brown,suave,loose,XL
TSHIRT,7,2,brown,suave,loose,XXL
TSHIRT,7,2,white,claro,straight,L
TSHIRT,7,2,white,claro,straight,M
TSHIRT,7,2,white,claro,straight,S
TSHIRT,7,2,white,claro,straight,XL
SWEATER,8,2,blue,oscuro,loose,XXXL
SWEATER,8,2,red,oscuro,loose,L
SWEATER,8,2,red,oscuro,loose,XL
SWEATER,8,2,red,oscuro,loose,XXL
SWEATER,8,2,red,oscuro,loose,XXXL
SWEATER,8,2,blue,oscuro,loose,XL
SWEATER,8,2,blue,oscuro,loose,L
SWEATER,8,2,blue,oscuro,loose,XXL
TSHIRT,7,2,blue,oscuro,straight,L
TSHIRT,7,2,blue,oscuro,straight,M
TSHIRT,7,2,blue,oscuro,straight,XL
TSHIRT,7,2,blue,oscuro,straight,S
TSHIRT,7,2,blue,oscuro,straight,XXL
SHIRT,7,2,white,claro,straight,S
SHIRT,7,2,white,claro,straight,XXL
SHIRT,7,2,white,claro,straight,M
SHIRT,7,2,white,claro,straight,L
SHIRT,7,2,white,claro,straight,XL
FOULARD,7,3,purple,oscuro,,UNQ
FOULARD,7,3,green,intenso,,UNQ
SHIRT,7,2,brown,suave,straight,XXL
SHIRT,7,2,brown,suave,straight,X4XL
SHIRT,7,2,brown,suave,straight,L
SHIRT,7,2,brown,suave,straight,XL
SHIRT,7,2,brown,suave,straight,XXXL
SKIRT,9,1,black,oscuro,straight,XXXL
SKIRT,9,1,black,oscuro,straight,L
SKIRT,9,1,black,oscuro,straight,X4XL
SKIRT,9,1,black,oscuro,straight,XXL
SKIRT,9,1,black,oscuro,straight,XL
TOP,9,2,blue,oscuro,straight,XXXL
TOP,9,2,blue,oscuro,straight,X4XL
TOP,9,2,blue,oscuro,straight,XXL
TOP,9,2,blue,oscuro,straight,L
TOP,9,2,blue,oscuro,straight,XL
JUMPSUIT,9,1,brown,claro,straight,XS
JUMPSUIT,9,1,brown,claro,straight,L
JUMPSUIT,9,1,brown,claro,straight,M
JUMPSUIT,9,1,brown,claro,straight,S
SWEATER,7,2,blue,oscuro,straight,M
SWEATER,7,2,blue,oscuro,straight,S
FOULARD,7,3,red,oscuro,,UNQ
FOULARD,7,3,grey,claro,,UNQ
FOULARD,7,3,blue,oscuro,,UNQ
DRESS,7,1,blue,intenso,straight,XXXL
