product_family_id,season,nivel,color_group,color_intensity,fit,size_lookiero
COAT,8,3,black,oscuro,straight,XS
COAT,8,3,black,oscuro,straight,S
COAT,8,3,brown,claro,straight,L
COAT,8,3,brown,claro,straight,S
COAT,8,3,brown,claro,straight,M
SWEATER,8,2,blue,oscuro,loose,XXXL
SWEATER,8,2,red,oscuro,loose,L
SWEATER,8,2,red,oscuro,loose,XL
SWEATER,8,2,red,oscuro,loose,XXL
SWEATER,8,2,red,oscuro,loose,XXXL
SWEATER,8,2,blue,oscuro,loose,XL
SWEATER,8,2,blue,oscuro,loose,L
SWEATER,8,2,blue,oscuro,loose,XXL
COAT,8,3,black,oscuro,straight,S
COAT,8,3,blue,oscuro,straight,M
COAT,8,3,black,oscuro,straight,L
COAT,8,3,blue,oscuro,straight,L
COAT,8,3,blue,oscuro,straight,S
COAT,8,3,black,oscuro,straight,M
COAT,8,3,blue,oscuro,straight,XL
COAT,8,3,black,oscuro,straight,XS
COAT,8,3,blue,oscuro,straight,XS
COAT,8,3,black,oscuro,straight,XL
SHIRT,8,2,green,oscuro,straight,M
SHIRT,8,2,green,oscuro,straight,S
SHIRT,8,2,green,oscuro,straight,L
TSHIRT,8,2,white,claro,loose,XXL
TSHIRT,8,2,white,claro,loose,L
TSHIRT,8,2,white,claro,loose,M
TSHIRT,8,2,white,claro,loose,S
TSHIRT,8,2,white,claro,loose,XL
TSHIRT,8,2,white,claro,loose,XS
JEANS,8,1,blue,oscuro,tight,L
JEANS,8,1,blue,oscuro,tight,M
JEANS,8,1,blue,oscuro,tight,X4XL
JEANS,8,1,blue,oscuro,tight,XL
JEANS,8,1,blue,oscuro,tight,XXL
JEANS,8,1,blue,oscuro,tight,XXXL
COAT,8,3,grey,claro,straight,XL
COAT,8,3,grey,claro,straight,XS
COAT,8,3,grey,claro,straight,XXL
COAT,8,3,grey,claro,straight,L
COAT,8,3,grey,claro,straight,M
COAT,8,3,grey,claro,straight,S
SWEATER,8,2,green,intenso,straight,L
SWEATER,8,2,yellow,intenso,straight,XS
SWEATER,8,2,black,oscuro,straight,L
SWEATER,8,2,green,intenso,straight,M
SWEATER,8,2,green,intenso,straight,S
SWEATER,8,2,grey,oscuro,straight,L
SWEATER,8,2,black,oscuro,straight,M
SWEATER,8,2,purple,oscuro,straight,L
SWEATER,8,2,grey,oscuro,straight,M
SWEATER,8,2,grey,oscuro,straight,S
SWEATER,8,2,green,intenso,straight,XS
SWEATER,8,2,grey,oscuro,straight,XS
SWEATER,8,2,black,oscuro,straight,S
SWEATER,8,2,purple,oscuro,straight,M
SWEATER,8,2,purple,oscuro,straight,S
SWEATER,8,2,purple,oscuro,straight,XS
SWEATER,8,2,black,oscuro,straight,XS
SWEATER,8,2,yellow,intenso,straight,L
SWEATER,8,2,yellow,intenso,straight,M
SWEATER,8,2,yellow,intenso,straight,S
TOP,8,2,black,oscuro,straight,M
TOP,8,2,black,oscuro,straight,S
TOP,8,2,blue,oscuro,straight,L
TOP,8,2,blue,oscuro,straight,M
TOP,8,2,blue,oscuro,straight,S
TOP,8,2,blue,oscuro,straight,XS
TOP,8,2,black,oscuro,straight,L
TOP,8,2,black,oscuro,straight,XS
SWEATER,8,2,brown,claro,loose,S
SWEATER,8,2,brown,claro,loose,XL
SWEATER,8,2,brown,claro,loose,XS
SWEATER,8,2,orange,intenso,loose,XS
SWEATER,8,2,brown,claro,loose,L
SWEATER,8,2,brown,claro,loose,M
SWEATER,8,2,black,oscuro,loose,L
SWEATER,8,2,black,oscuro,loose,S
SWEATER,8,2,black,oscuro,loose,XL
SWEATER,8,2,black,oscuro,loose,XS
SWEATER,8,2,orange,intenso,loose,L
SWEATER,8,2,orange,intenso,loose,S
SWEATER,8,2,orange,intenso,loose,XL
SWEATER,8,2,black,oscuro,loose,M
SWEATER,8,2,orange,intenso,loose,M
PARKA,8,3,blue,oscuro,straight,XXXL
PARKA,8,3,blue,oscuro,straight,XL
PARKA,8,3,black,oscuro,straight,XL
PARKA,8,3,black,oscuro,straight,XXXL
JEANS,8,1,blue,intenso,tight,XXL
JEANS,8,1,blue,intenso,tight,X4XL
JEANS,8,1,blue,intenso,tight,XL
JEANS,8,1,blue,intenso,tight,XXXL
JACKET,8,3,black,oscuro,tight,S
JACKET,8,3,black,oscuro,tight,XS
JACKET,8,3,brown,oscuro,tight,L
JACKET,8,3,yellow,intenso,tight,L
JACKET,8,3,yellow,intenso,tight,S
JACKET,8,3,brown,oscuro,tight,S
JACKET,8,3,brown,oscuro,tight,XL
JACKET,8,3,brown,oscuro,tight,XXL
JACKET,8,3,yellow,intenso,tight,M
JACKET,8,3,brown,oscuro,tight,XS
JACKET,8,3,black,oscuro,tight,M
JACKET,8,3,yellow,intenso,tight,XS
JACKET,8,3,yellow,intenso,tight,XL
JACKET,8,3,black,oscuro,tight,XL
JACKET,8,3,yellow,intenso,tight,XXL
JACKET,8,3,black,oscuro,tight,XXL
JACKET,8,3,black,oscuro,tight,L
JACKET,8,3,brown,oscuro,tight,M
JACKET,8,3,purple,oscuro,tight,M
JACKET,8,3,red,oscuro,tight,M
JACKET,8,3,purple,oscuro,tight,L
JACKET,8,3,brown,oscuro,tight,L
JACKET,8,3,red,oscuro,tight,S
JACKET,8,3,red,oscuro,tight,XS
JACKET,8,3,blue,oscuro,tight,M
JACKET,8,3,grey,claro,tight,XS
JACKET,8,3,blue,oscuro,tight,L
JACKET,8,3,blue,oscuro,tight,S
JACKET,8,3,blue,oscuro,tight,XL
JACKET,8,3,blue,oscuro,tight,XS
JACKET,8,3,black,oscuro,tight,L
JACKET,8,3,black,oscuro,tight,M
JACKET,8,3,black,oscuro,tight,S
JACKET,8,3,grey,claro,tight,M
JACKET,8,3,grey,claro,tight,S
JACKET,8,3,grey,claro,tight,XL
JACKET,8,3,purple,oscuro,tight,S
JACKET,8,3,purple,oscuro,tight,XL
JACKET,8,3,purple,oscuro,tight,XS
JACKET,8,3,green,oscuro,tight,XL
JACKET,8,3,green,oscuro,tight,L
JACKET,8,3,green,oscuro,tight,M
JACKET,8,3,green,oscuro,tight,S
JACKET,8,3,black,oscuro,tight,XL
JACKET,8,3,black,oscuro,tight,XS
JACKET,8,3,grey,claro,tight,L
JACKET,8,3,brown,oscuro,tight,M
JACKET,8,3,red,oscuro,tight,L
JACKET,8,3,green,oscuro,tight,XS
JACKET,8,3,brown,oscuro,tight,S
JACKET,8,3,brown,oscuro,tight,XL
JACKET,8,3,brown,oscuro,tight,XS
JACKET,8,3,red,oscuro,tight,XL
SHIRT,8,2,red,oscuro,straight,L
SHIRT,8,2,red,oscuro,straight,M
SHIRT,8,2,red,oscuro,straight,S
TOP,8,2,green,oscuro,straight,S
TOP,8,2,red,oscuro,straight,L
TOP,8,2,red,oscuro,straight,M
TOP,8,2,red,oscuro,straight,S
TOP,8,2,green,oscuro,straight,L
TOP,8,2,green,oscuro,straight,M
TSHIRT,8,2,brown,oscuro,straight,S
TSHIRT,8,2,brown,oscuro,straight,M
TSHIRT,8,2,black,oscuro,straight,L
TSHIRT,8,2,black,oscuro,straight,M
TSHIRT,8,2,black,oscuro,straight,S
TSHIRT,8,2,red,intenso,straight,L
TSHIRT,8,2,brown,oscuro,straight,L
TSHIRT,8,2,green,oscuro,straight,S
TSHIRT,8,2,green,oscuro,straight,L
TSHIRT,8,2,green,oscuro,straight,M
TSHIRT,8,2,brown,suave,straight,L
TSHIRT,8,2,brown,suave,straight,M
TSHIRT,8,2,brown,suave,straight,S
TSHIRT,8,2,red,intenso,straight,M
TSHIRT,8,2,red,intenso,straight,S
SWEATSHIRT,8,2,black,oscuro,oversize,XS
SWEATSHIRT,8,2,black,oscuro,oversize,L
SWEATSHIRT,8,2,black,oscuro,oversize,M
SWEATSHIRT,8,2,black,oscuro,oversize,S
SWEATSHIRT,8,2,black,oscuro,oversize,XL
PANT,8,1,black,oscuro,straight,L
PANT,8,1,black,oscuro,straight,M
PANT,8,1,black,oscuro,straight,S
PANT,8,1,black,oscuro,straight,XL
PANT,8,1,black,oscuro,straight,XS
JEANS,8,1,brown,claro,tight,X4XL
JEANS,8,1,brown,claro,tight,XXL
JEANS,8,1,brown,claro,tight,XXXL
JEANS,8,1,blue,oscuro,tight,XL
JEANS,8,1,blue,oscuro,tight,XXXL
JEANS,8,1,blue,oscuro,tight,XXL
JEANS,8,1,blue,oscuro,tight,X4XL
PARKA,8,3,brown,oscuro,straight,XS
PARKA,8,3,brown,oscuro,straight,XL
PARKA,8,3,brown,oscuro,straight,L
PARKA,8,3,brown,oscuro,straight,M
PARKA,8,3,grey,suave,straight,L
PARKA,8,3,grey,suave,straight,M
PARKA,8,3,grey,suave,straight,S
PARKA,8,3,grey,suave,straight,XL
PARKA,8,3,grey,suave,straight,XS
PARKA,8,3,brown,oscuro,straight,S
JEANS,8,1,black,oscuro,tight,L
JEANS,8,1,black,oscuro,tight,S
JEANS,8,1,black,oscuro,tight,M
JEANS,8,1,black,oscuro,tight,XL
JEANS,8,1,black,oscuro,tight,XS
CARDIGAN,8,2,purple,oscuro,straight,XXL
CARDIGAN,8,2,brown,oscuro,straight,L
CARDIGAN,8,2,brown,oscuro,straight,M
CARDIGAN,8,2,brown,oscuro,straight,S
CARDIGAN,8,2,brown,oscuro,straight,XL
CARDIGAN,8,2,brown,oscuro,straight,XS
CARDIGAN,8,2,brown,oscuro,straight,XXL
CARDIGAN,8,2,yellow,intenso,straight,M
CARDIGAN,8,2,red,intenso,straight,XXL
CARDIGAN,8,2,purple,oscuro,straight,M
CARDIGAN,8,2,purple,oscuro,straight,S
CARDIGAN,8,2,yellow,intenso,straight,XXL
CARDIGAN,8,2,red,intenso,straight,L
CARDIGAN,8,2,red,intenso,straight,M
CARDIGAN,8,2,red,intenso,straight,S
CARDIGAN,8,2,red,intenso,straight,XL
CARDIGAN,8,2,red,intenso,straight,XS
CARDIGAN,8,2,purple,oscuro,straight,XS
CARDIGAN,8,2,purple,oscuro,straight,L
CARDIGAN,8,2,purple,oscuro,straight,XL
CARDIGAN,8,2,yellow,intenso,straight,XL
CARDIGAN,8,2,yellow,intenso,straight,XS
CARDIGAN,8,2,yellow,intenso,straight,S
CARDIGAN,8,2,yellow,intenso,straight,L
SHIRT,8,2,blue,oscuro,straight,L
SHIRT,8,2,blue,oscuro,straight,X4XL
SHIRT,8,2,blue,oscuro,straight,XL
SHIRT,8,2,blue,oscuro,straight,XXL
SHIRT,8,2,blue,oscuro,straight,XXXL
TSHIRT,8,2,brown,oscuro,tight,L
TSHIRT,8,2,green,oscuro,tight,S
TSHIRT,8,2,brown,oscuro,tight,M
TSHIRT,8,2,brown,oscuro,tight,S
TSHIRT,8,2,brown,oscuro,tight,XS
TSHIRT,8,2,green,oscuro,tight,XS
TSHIRT,8,2,green,oscuro,tight,M
TSHIRT,8,2,green,oscuro,tight,L
PANT,8,1,black,oscuro,straight,M
PANT,8,1,black,oscuro,straight,S
PANT,8,1,black,oscuro,straight,XL
PANT,8,1,black,oscuro,straight,L
PANT,8,1,black,oscuro,straight,XS
PANT,8,1,black,oscuro,straight,XXL
SWEATER,8,2,brown,oscuro,loose,L
SWEATER,8,2,red,intenso,loose,XL
SWEATER,8,2,red,intenso,loose,XS
SWEATER,8,2,brown,oscuro,loose,M
SWEATER,8,2,grey,claro,loose,XS
SWEATER,8,2,brown,claro,loose,M
SWEATER,8,2,blue,intenso,loose,XS
SWEATER,8,2,red,intenso,loose,M
SWEATER,8,2,grey,claro,loose,S
SWEATER,8,2,red,intenso,loose,S
SWEATER,8,2,red,intenso,loose,L
SWEATER,8,2,blue,intenso,loose,XXL
SWEATER,8,2,blue,intenso,loose,XL
SWEATER,8,2,green,oscuro,loose,S
SWEATER,8,2,brown,oscuro,loose,S
SWEATER,8,2,brown,oscuro,loose,XS
SWEATER,8,2,red,intenso,loose,XXL
SWEATER,8,2,grey,claro,loose,L
SWEATER,8,2,grey,claro,loose,M
SWEATER,8,2,grey,claro,loose,XL
SWEATER,8,2,grey,claro,loose,XXL
SWEATER,8,2,brown,oscuro,loose,XL
SWEATER,8,2,green,oscuro,loose,XL
SWEATER,8,2,green,oscuro,loose,XXL
SWEATER,8,2,black,oscuro,loose,S
SWEATER,8,2,black,oscuro,loose,XXL
SWEATER,8,2,yellow,intenso,loose,M
SWEATER,8,2,brown,oscuro,loose,XXL
SWEATER,8,2,black,oscuro,loose,M
SWEATER,8,2,blue,intenso,loose,M
SWEATER,8,2,blue,intenso,loose,S
SWEATER,8,2,yellow,intenso,loose,XS
SWEATER,8,2,yellow,intenso,loose,S
SWEATER,8,2,brown,claro,loose,S
SWEATER,8,2,green,oscuro,loose,XS
SWEATER,8,2,blue,intenso,loose,L
SWEATER,8,2,green,oscuro,loose,L
SWEATER,8,2,green,oscuro,loose,M
SWEATER,8,2,black,oscuro,loose,XL
SWEATER,8,2,black,oscuro,loose,L
SWEATER,8,2,yellow,intenso,loose,XL
SWEATER,8,2,yellow,intenso,loose,XXL
SWEATER,8,2,brown,claro,loose,XL
SWEATER,8,2,brown,claro,loose,XS
SWEATER,8,2,brown,claro,loose,XXL
SWEATER,8,2,yellow,intenso,loose,L
SWEATER,8,2,brown,claro,loose,L
SWEATER,8,2,black,oscuro,loose,XS
DRESS,8,1,black,oscuro,loose,XXL
DRESS,8,1,black,oscuro,loose,XXXL
DRESS,8,1,black,oscuro,loose,L
DRESS,8,1,black,oscuro,loose,XL
DRESS,8,1,black,oscuro,loose,X4XL
SWEATER,8,2,blue,intenso,loose,XXL
SWEATER,8,2,brown,oscuro,loose,XL
SWEATER,8,2,brown,oscuro,loose,XS
SWEATER,8,2,brown,oscuro,loose,XXL
SWEATER,8,2,grey,suave,loose,L
SWEATER,8,2,grey,suave,loose,M
SWEATER,8,2,grey,suave,loose,S
SWEATER,8,2,grey,suave,loose,XXL
SWEATER,8,2,yellow,intenso,loose,L
SWEATER,8,2,red,oscuro,loose,L
SWEATER,8,2,red,oscuro,loose,M
SWEATER,8,2,red,oscuro,loose,S
SWEATER,8,2,red,oscuro,loose,XL
SWEATER,8,2,red,oscuro,loose,XS
SWEATER,8,2,blue,intenso,loose,L
SWEATER,8,2,blue,intenso,loose,M
SWEATER,8,2,blue,intenso,loose,S
SWEATER,8,2,blue,intenso,loose,XL
SWEATER,8,2,blue,intenso,loose,XS
SWEATER,8,2,green,oscuro,loose,M
SWEATER,8,2,grey,suave,loose,XL
SWEATER,8,2,grey,suave,loose,XS
SWEATER,8,2,red,oscuro,loose,XXL
SWEATER,8,2,yellow,intenso,loose,XL
SWEATER,8,2,green,oscuro,loose,XL
SWEATER,8,2,green,oscuro,loose,S
SWEATER,8,2,green,oscuro,loose,L
SWEATER,8,2,green,oscuro,loose,XL
SWEATER,8,2,black,oscuro,loose,S
SWEATER,8,2,black,oscuro,loose,XL
SWEATER,8,2,black,oscuro,loose,XXL
SWEATER,8,2,green,oscuro,loose,L
SWEATER,8,2,green,oscuro,loose,M
SWEATER,8,2,green,oscuro,loose,S
SWEATER,8,2,green,oscuro,loose,XS
SWEATER,8,2,green,oscuro,loose,XXL
SWEATER,8,2,yellow,intenso,loose,XS
SWEATER,8,2,yellow,intenso,loose,XXL
SWEATER,8,2,black,oscuro,loose,L
SWEATER,8,2,black,oscuro,loose,M
SWEATER,8,2,brown,claro,loose,XL
SWEATER,8,2,brown,claro,loose,XS
SWEATER,8,2,brown,claro,loose,XXL
SWEATER,8,2,brown,oscuro,loose,L
SWEATER,8,2,brown,claro,loose,L
SWEATER,8,2,brown,claro,loose,M
SWEATER,8,2,brown,claro,loose,S
SWEATER,8,2,brown,oscuro,loose,M
SWEATER,8,2,brown,oscuro,loose,S
SWEATER,8,2,green,oscuro,loose,XS
SWEATER,8,2,yellow,intenso,loose,M
SWEATER,8,2,black,oscuro,loose,XS
SWEATER,8,2,yellow,intenso,loose,S
SHIRT,8,2,brown,suave,straight,L
SHIRT,8,2,brown,suave,straight,M
SHIRT,8,2,brown,suave,straight,S
SHIRT,8,2,brown,suave,straight,XL
SHIRT,8,2,brown,suave,straight,XXL
DRESS,8,1,brown,oscuro,straight,S
DRESS,8,1,brown,oscuro,straight,L
DRESS,8,1,brown,oscuro,straight,M
DRESS,8,1,brown,oscuro,straight,XL
DRESS,8,1,brown,oscuro,straight,XXL
DRESS,8,1,brown,oscuro,straight,XXXL
CARDIGAN,8,2,brown,suave,straight,M
CARDIGAN,8,2,brown,suave,straight,S
CARDIGAN,8,2,yellow,intenso,straight,S
CARDIGAN,8,2,grey,oscuro,straight,S
CARDIGAN,8,2,grey,oscuro,straight,L
CARDIGAN,8,2,grey,oscuro,straight,M
CARDIGAN,8,2,grey,oscuro,straight,XL
CARDIGAN,8,2,grey,oscuro,straight,XS
CARDIGAN,8,2,grey,oscuro,straight,XXL
CARDIGAN,8,2,brown,suave,straight,L
CARDIGAN,8,2,brown,suave,straight,XL
CARDIGAN,8,2,brown,suave,straight,XS
CARDIGAN,8,2,brown,suave,straight,XXL
CARDIGAN,8,2,yellow,intenso,straight,L
CARDIGAN,8,2,yellow,intenso,straight,M
CARDIGAN,8,2,yellow,intenso,straight,XL
CARDIGAN,8,2,yellow,intenso,straight,XS
CARDIGAN,8,2,yellow,intenso,straight,XXL
JEANS,8,1,black,oscuro,straight,M
JEANS,8,1,black,oscuro,straight,L
JEANS,8,1,black,oscuro,straight,S
JEANS,8,1,black,oscuro,straight,XL
JEANS,8,1,grey,oscuro,tight,M
JEANS,8,1,grey,oscuro,tight,S
JEANS,8,1,grey,oscuro,tight,L
JEANS,8,1,grey,oscuro,tight,XL
SWEATER,8,2,blue,oscuro,loose,M
SWEATER,8,2,blue,oscuro,loose,S
SWEATER,8,2,blue,oscuro,loose,XL
SWEATER,8,2,blue,oscuro,loose,XS
SWEATER,8,2,blue,oscuro,loose,XXL
SWEATER,8,2,black,oscuro,loose,L
SWEATER,8,2,black,oscuro,loose,XL
SWEATER,8,2,black,oscuro,loose,XS
SWEATER,8,2,black,oscuro,loose,XXL
SWEATER,8,2,black,oscuro,loose,M
SWEATER,8,2,black,oscuro,loose,S
SWEATER,8,2,blue,oscuro,loose,L
JEANS,8,1,grey,claro,tight,L
JEANS,8,1,grey,claro,tight,M
JEANS,8,1,grey,claro,tight,S
JEANS,8,1,grey,claro,tight,XL
JEANS,8,1,grey,claro,tight,XS
SKIRT,8,1,black,oscuro,straight,M
SKIRT,8,1,black,oscuro,straight,XL
SKIRT,8,1,black,oscuro,straight,XS
SKIRT,8,1,black,oscuro,straight,L
SKIRT,8,1,black,oscuro,straight,S
SWEATER,8,2,blue,intenso,tight,M
SWEATER,8,2,blue,intenso,tight,XS
SWEATER,8,2,black,oscuro,tight,S
SWEATER,8,2,black,oscuro,tight,XS
SWEATER,8,2,green,oscuro,tight,XS
SWEATER,8,2,red,oscuro,tight,M
SWEATER,8,2,red,oscuro,tight,S
SWEATER,8,2,red,oscuro,tight,XS
SWEATER,8,2,blue,intenso,tight,S
SWEATER,8,2,blue,intenso,tight,L
SWEATER,8,2,red,oscuro,tight,L
SWEATER,8,2,green,oscuro,tight,L
SWEATER,8,2,black,oscuro,tight,M
SWEATER,8,2,green,oscuro,tight,S
SWEATER,8,2,black,oscuro,tight,L
SWEATER,8,2,green,oscuro,tight,M
TSHIRT,8,2,grey,oscuro,straight,S
TSHIRT,8,2,grey,oscuro,straight,XL
TSHIRT,8,2,grey,oscuro,straight,XS
TSHIRT,8,2,grey,oscuro,straight,XXL
TSHIRT,8,2,grey,suave,straight,L
TSHIRT,8,2,grey,suave,straight,M
TSHIRT,8,2,grey,suave,straight,S
TSHIRT,8,2,grey,suave,straight,XL
TSHIRT,8,2,grey,suave,straight,XS
TSHIRT,8,2,grey,suave,straight,XXL
TSHIRT,8,2,grey,oscuro,straight,L
TSHIRT,8,2,grey,oscuro,straight,M
JEANS,8,1,blue,intenso,tight,M
JEANS,8,1,blue,intenso,tight,S
JEANS,8,1,blue,intenso,tight,XL
JEANS,8,1,blue,intenso,tight,XS
JEANS,8,1,blue,intenso,tight,L
CARDIGAN,8,2,red,oscuro,straight,S
CARDIGAN,8,2,red,oscuro,straight,XL
CARDIGAN,8,2,red,oscuro,straight,XS
CARDIGAN,8,2,yellow,intenso,straight,L
CARDIGAN,8,2,yellow,intenso,straight,M
CARDIGAN,8,2,yellow,intenso,straight,S
CARDIGAN,8,2,yellow,intenso,straight,XL
CARDIGAN,8,2,yellow,intenso,straight,XS
CARDIGAN,8,2,green,oscuro,straight,L
CARDIGAN,8,2,green,oscuro,straight,M
CARDIGAN,8,2,green,oscuro,straight,S
CARDIGAN,8,2,green,oscuro,straight,XL
CARDIGAN,8,2,green,oscuro,straight,XS
CARDIGAN,8,2,red,oscuro,straight,L
CARDIGAN,8,2,red,oscuro,straight,M
JEANS,8,1,blue,oscuro,tight,S
JEANS,8,1,black,oscuro,tight,L
JEANS,8,1,black,oscuro,tight,S
JEANS,8,1,black,oscuro,tight,XL
JEANS,8,1,black,oscuro,tight,XS
JEANS,8,1,brown,claro,tight,L
JEANS,8,1,green,oscuro,tight,L
JEANS,8,1,green,oscuro,tight,M
JEANS,8,1,green,oscuro,tight,S
JEANS,8,1,green,oscuro,tight,XL
JEANS,8,1,brown,claro,tight,S
JEANS,8,1,green,oscuro,tight,XS
JEANS,8,1,red,oscuro,tight,S
JEANS,8,1,brown,claro,tight,M
JEANS,8,1,brown,claro,tight,XL
JEANS,8,1,red,oscuro,tight,L
